order_id,order_date,customer_id,product_id,quantity,unit_price,discount,channel,province,category,net_sales
ORD000644,2026-02-06 08:04:00,C0112,P014,2,990.0,0.1,Web,กรุงเทพมหานคร,Notebook,1782.0
ORD000645,2026-02-27 00:09:00,C0017,P029,2,3990.0,0.05,Web,กรุงเทพมหานคร,Notebook,7581.0
ORD000646,2026-02-08 12:53:00,C0136,P001,1,269.1,0.0,Mobile App,ระยอง,Notebook,269.1
ORD000647,2026-02-26 20:49:00,C0071,P024,2,313.95,0.05,Marketplace,ชลบุรี,Accessory,596.5
ORD000648,2026-02-19 14:29:00,C0078,P012,2,990.0,0.0,Mobile App,ระยอง,Accessory,1980.0
ORD000649,2026-02-10 11:21:00,C0090,P001,2,269.1,0.1,Web,เชียงใหม่,Notebook,484.38
ORD000650,2026-02-17 19:43:00,C0080,P003,2,25900.0,0.0,Mobile App,ขอนแก่น,Smartphone,51800.0
ORD000652,2026-02-11 02:58:00,C0034,P008,2,499.0,0.0,Web,ภูเก็ต,Accessory,998.0
ORD000653,2026-02-18 19:13:00,C0120,P003,3,27195.0,0.0,Marketplace,ขอนแก่น,Smartphone,81585.0
ORD000654,2026-02-09 04:48:00,C0142,P027,2,25900.0,0.0,Web,ชลบุรี,Smartphone,51800.0
ORD000655,2026-02-14 06:50:00,C0085,P037,1,25900.0,0.0,Web,กรุงเทพมหานคร,Smart Home,25900.0
ORD000656,2026-02-26 21:00:00,C0007,P011,4,24605.0,0.0,Web,กรุงเทพมหานคร,Accessory,98420.0
ORD000657,2026-02-02 21:06:00,C0064,P033,4,12900.0,0.0,Mobile App,ขอนแก่น,Smart Home,51600.0
ORD000660,2026-02-01 21:46:00,C0081,P012,2,891.0,0.0,Marketplace,ขอนแก่น,Accessory,1782.0
ORD000662,2026-02-18 23:53:00,C0001,P031,2,1415.5,0.1,Marketplace,ชลบุรี,Smart Home,2547.9
ORD000663,2026-02-03 04:45:00,C0098,P020,1,449.1,0.05,Mobile App,เชียงใหม่,Smart Home,426.64
ORD000664,2026-02-21 00:03:00,C0054,P029,1,4189.5,0.1,Marketplace,กรุงเทพมหานคร,Notebook,3770.55
ORD000665,2026-02-14 14:26:00,C0072,P013,4,474.05,0.1,Mobile App,เชียงใหม่,Smart Home,1706.58
ORD000666,2026-02-10 02:24:00,C0011,P016,1,1564.5,0.0,Marketplace,ชลบุรี,Accessory,1564.5
ORD000668,2026-02-07 19:17:00,C0056,P030,1,499.0,0.0,Mobile App,เชียงใหม่,Smartphone,499.0
ORD000669,2026-02-27 16:22:00,C0071,P018,1,3591.0,0.0,Marketplace,ชลบุรี,Smartphone,3591.0
ORD000670,2026-02-21 19:23:00,C0024,P032,1,24605.0,0.0,Mobile App,กรุงเทพมหานคร,Notebook,24605.0
ORD000671,2026-02-17 10:22:00,C0002,P019,2,3990.0,0.1,Marketplace,ชลบุรี,Smartphone,7182.0
ORD000672,2026-02-13 21:25:00,C0092,P001,1,269.1,0.1,Marketplace,กรุงเทพมหานคร,Notebook,242.19
ORD000674,2026-02-09 10:08:00,C0057,P013,3,449.1,0.05,Marketplace,เชียงใหม่,Smart Home,1279.94
ORD000675,2026-02-09 12:58:00,C0116,P025,1,25900.0,0.05,Web,ระยอง,Accessory,24605.0
ORD000676,2026-02-15 08:26:00,C0137,P028,2,284.05,0.0,Marketplace,ภูเก็ต,Smartphone,568.1
ORD000677,2026-02-22 18:44:00,C0002,P018,2,3790.5,0.0,Marketplace,ชลบุรี,Smartphone,7581.0
ORD000678,2026-02-13 15:53:00,C0098,P022,1,499.0,0.0,Marketplace,เชียงใหม่,Accessory,499.0
ORD000679,2026-02-02 07:10:00,C0140,P036,2,269.1,0.0,Marketplace,ภูเก็ต,Notebook,538.2
ORD000680,2026-02-24 19:32:00,C0096,P003,1,25900.0,0.0,Marketplace,กรุงเทพมหานคร,Smartphone,25900.0
ORD000681,2026-02-15 05:17:00,C0065,P012,2,990.0,0.05,Mobile App,ขอนแก่น,Accessory,1881.0
ORD000683,2026-02-13 15:47:00,C0101,P004,1,1490.0,0.0,Marketplace,ภูเก็ต,Smart Home,1490.0
ORD000684,2026-02-02 09:17:00,C0106,P002,1,1490.0,0.0,Web,ภูเก็ต,Smartphone,1490.0
ORD000686,2026-02-20 03:36:00,C0121,P026,4,12900.0,0.0,Marketplace,กรุงเทพมหานคร,Smart Home,51600.0
ORD000687,2026-02-05 06:30:00,C0001,P026,1,13545.0,0.0,Web,ชลบุรี,Smart Home,13545.0
ORD000688,2026-02-08 15:59:00,C0131,P016,1,1490.0,0.1,Marketplace,ระยอง,Accessory,1341.0
ORD000689,2026-02-02 18:44:00,C0104,P022,4,449.1,0.0,Web,ระยอง,Accessory,1796.4
ORD000690,2026-02-21 07:13:00,C0093,P035,2,24605.0,0.0,Mobile App,ภูเก็ต,Accessory,49210.0
ORD000693,2026-02-16 18:58:00,C0071,P024,2,313.95,0.0,Marketplace,ชลบุรี,Accessory,627.9
ORD000694,2026-02-19 11:27:00,C0102,P025,3,23310.0,0.0,Web,ระยอง,Accessory,69930.0
ORD000695,2026-02-26 01:31:00,C0032,P036,2,284.05,0.0,Web,ระยอง,Notebook,568.1
ORD000696,2026-02-04 06:18:00,C0134,P016,1,1415.5,0.05,Mobile App,ภูเก็ต,Accessory,1344.72
ORD000697,2026-02-25 13:43:00,C0031,P030,4,523.95,0.05,Web,กรุงเทพมหานคร,Smartphone,1991.01
ORD000699,2026-02-22 10:52:00,C0086,P012,3,891.0,0.0,Mobile App,กรุงเทพมหานคร,Accessory,2673.0
ORD000700,2026-02-22 21:48:00,C0074,P035,4,25900.0,0.0,Mobile App,ขอนแก่น,Accessory,103600.0
ORD000701,2026-02-05 17:38:00,C0022,P023,1,269.1,0.05,Mobile App,กรุงเทพมหานคร,Accessory,255.64
ORD000703,2026-02-23 17:10:00,C0128,P007,2,23310.0,0.0,Marketplace,ขอนแก่น,Notebook,46620.0
ORD000704,2026-02-25 10:21:00,C0056,P029,2,3790.5,0.0,Marketplace,เชียงใหม่,Notebook,7581.0
ORD000705,2026-02-28 23:21:00,C0124,P031,1,1341.0,0.0,Web,กรุงเทพมหานคร,Smart Home,1341.0
ORD000706,2026-02-24 16:43:00,C0122,P015,3,313.95,0.1,Mobile App,ขอนแก่น,Notebook,847.66
ORD000707,2026-02-08 09:26:00,C0048,P032,1,23310.0,0.1,Web,กรุงเทพมหานคร,Notebook,20979.0
ORD000708,2026-02-02 20:37:00,C0036,P013,4,499.0,0.0,Mobile App,กรุงเทพมหานคร,Smart Home,1996.0
ORD000709,2026-02-18 10:54:00,C0119,P011,4,24605.0,0.1,Web,ขอนแก่น,Accessory,88578.0
ORD000711,2026-02-05 05:48:00,C0002,P009,3,313.95,0.0,Marketplace,ชลบุรี,Notebook,941.85
ORD000712,2026-02-27 12:33:00,C0081,P029,2,3990.0,0.1,Marketplace,ขอนแก่น,Notebook,7182.0
ORD000713,2026-02-18 09:46:00,C0035,P030,2,499.0,0.1,Marketplace,ชลบุรี,Smartphone,898.2
ORD000714,2026-02-06 11:29:00,C0084,P020,3,474.05,0.05,Web,กรุงเทพมหานคร,Smart Home,1351.04
ORD000715,2026-02-24 12:52:00,C0150,P023,1,313.95,0.0,Web,เชียงใหม่,Accessory,313.95
ORD000716,2026-02-19 23:59:00,C0050,P001,1,299.0,0.05,Mobile App,เชียงใหม่,Notebook,284.05
ORD000717,2026-02-08 11:06:00,C0115,P032,4,25900.0,0.05,Marketplace,ระยอง,Notebook,98420.0
ORD000721,2026-02-09 12:51:00,C0032,P010,3,990.0,0.0,Web,ระยอง,Smart Home,2970.0
ORD000722,2026-02-04 10:53:00,C0035,P019,1,4189.5,0.0,Mobile App,ชลบุรี,Smartphone,4189.5
ORD000723,2026-02-16 16:06:00,C0112,P006,2,284.05,0.0,Mobile App,กรุงเทพมหานคร,Accessory,568.1
ORD000724,2026-02-12 23:57:00,C0043,P018,1,3990.0,0.0,Web,ระยอง,Smartphone,3990.0
ORD000725,2026-02-24 12:26:00,C0078,P020,1,499.0,0.0,Web,ระยอง,Smart Home,499.0
ORD000727,2026-02-11 18:43:00,C0024,P003,1,27195.0,0.0,Web,กรุงเทพมหานคร,Smartphone,27195.0
ORD000728,2026-02-11 00:52:00,C0111,P010,2,940.5,0.05,Web,ขอนแก่น,Smart Home,1786.95
ORD000731,2026-02-20 20:06:00,C0156,P007,1,23310.0,0.0,Mobile App,กรุงเทพมหานคร,Notebook,23310.0
ORD000732,2026-02-22 09:06:00,C0019,P021,2,25900.0,0.0,Mobile App,ระยอง,Smart Home,51800.0
ORD000733,2026-02-20 07:18:00,C0030,P022,2,499.0,0.0,Marketplace,ชลบุรี,Accessory,998.0
ORD000735,2026-02-16 16:19:00,C0092,P032,1,25900.0,0.0,Web,กรุงเทพมหานคร,Notebook,25900.0
ORD000737,2026-02-25 13:07:00,C0003,P032,1,25900.0,0.0,Web,ขอนแก่น,Notebook,25900.0
ORD000738,2026-02-10 06:24:00,C0105,P024,2,313.95,0.05,Mobile App,ภูเก็ต,Accessory,596.5
ORD000739,2026-02-10 10:59:00,C0114,P035,2,27195.0,0.0,Marketplace,เชียงใหม่,Accessory,54390.0
ORD000741,2026-02-19 02:17:00,C0145,P024,2,313.95,0.0,Marketplace,ภูเก็ต,Accessory,627.9
ORD000742,2026-02-11 14:38:00,C0079,P033,3,13545.0,0.0,Marketplace,ภูเก็ต,Smart Home,40635.0
ORD000745,2026-02-13 18:44:00,C0045,P037,2,25900.0,0.0,Mobile App,เชียงใหม่,Smart Home,51800.0
ORD000746,2026-02-24 06:03:00,C0148,P011,1,27195.0,0.0,Marketplace,เชียงใหม่,Accessory,27195.0
ORD000747,2026-02-25 20:17:00,C0147,P035,4,25900.0,0.05,Web,ชลบุรี,Accessory,98420.0
ORD000748,2026-02-16 22:38:00,C0150,P003,4,25900.0,0.05,Mobile App,เชียงใหม่,Smartphone,98420.0
ORD000749,2026-02-27 04:04:00,C0148,P024,2,269.1,0.05,Marketplace,เชียงใหม่,Accessory,511.29
ORD000416,2026-02-06 05:45:00,C0109,P023,2,299.0,0.0,Mobile App,กรุงเทพมหานคร,Accessory,598.0
